0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.05738588,0.06945142,0.16447985,0.011476853,0.0,0.0,
0.0,0.0,0.0,0.0,0.058822017,0.4173777,0.30738238,0.07476987,0.05346317,0.0,
0.0,0.0,0.03894361,0.3816961,0.32447696,0.18577383,0.5320718,0.1766889,0.19132985,0.0,
0.0,0.0,0.14874183,0.42445907,0.41026628,0.52158266,0.5331261,0.010020664,0.08952204,0.0,
0.0,0.0,0.23987204,0.3969211,0.41932327,0.13891767,0.56408423,0.13831125,0.05442188,0.0,
0.0,0.0,0.041722097,0.0,0.13025391,0.0,0.103114076,0.53806543,0.0,0.0,
0.0,0.0,0.0,0.0,0.28454107,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
